Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Stop_Loss_Price,Profit_Target_Price,Gross_Return,Net_Return,Net_PnL_NGN,Days_Held,Exit_Reason
Nigerian Breweries,2020-07-21,2020-08-11,24.0,26.4,23.28,26.4,10.0,6.77,6774.5,21,Profit Target
International Breweries,2020-07-28,2020-08-04,3.35,3.2495,3.2495,3.685,-3.0,-6.01,-6007.75,7,Stop Loss
Ikeja,2020-08-14,2020-08-17,0.91,0.8827,0.8827,1.001,-3.0,-6.01,-6007.75,3,Stop Loss
Ikeja,2020-08-17,2020-09-28,0.84,0.92,0.8148,0.924,9.52,6.31,6306.29,42,Time Stop
International Breweries,2020-08-18,2020-08-20,2.75,3.025,2.6675,3.025,10.0,6.77,6774.5,2,Profit Target
Abctrans,2020-08-24,2020-09-10,0.4,0.388,0.388,0.44,-3.0,-6.01,-6007.75,17,Stop Loss
Abctrans,2020-08-25,2020-09-10,0.4,0.388,0.388,0.44,-3.0,-6.01,-6007.75,16,Stop Loss
International Breweries,2020-09-17,2020-09-21,3.0,3.3,2.91,3.3,10.0,6.77,6774.5,4,Profit Target
Abctrans,2020-09-17,2020-09-18,0.33,0.3201,0.3201,0.363,-3.0,-6.01,-6007.75,1,Stop Loss
Abctrans,2020-09-21,2020-09-22,0.3,0.33,0.291,0.33,10.0,6.77,6774.5,1,Profit Target
Coronation Insurance,2020-09-30,2020-10-05,0.35,0.385,0.3395,0.385,10.0,6.77,6774.5,5,Profit Target
Cutix,2020-11-20,2020-11-23,0.9,0.873,0.873,0.99,-3.0,-6.01,-6007.75,3,Stop Loss
Fcmb,2020-11-20,2020-11-30,3.02,3.322,2.9294,3.322,10.0,6.77,6774.5,10,Profit Target
Neimeth,2020-11-26,2020-11-27,2.35,2.585,2.2795,2.585,10.0,6.77,6774.5,1,Profit Target
Mutual Benefits Assurance,2020-12-02,2020-12-08,0.21,0.231,0.2037,0.231,10.0,6.77,6774.5,6,Profit Target
Mutual Benefits Assurance,2020-12-03,2020-12-08,0.21,0.231,0.2037,0.231,10.0,6.77,6774.5,5,Profit Target
Linkassure,2020-12-17,2020-12-21,0.24,0.264,0.2328,0.264,10.0,6.77,6774.5,4,Profit Target
Linkassure,2020-12-21,2020-12-22,0.24,0.264,0.2328,0.264,10.0,6.77,6774.5,1,Profit Target
Abctrans,2020-12-23,2020-12-24,0.3,0.33,0.291,0.33,10.0,6.77,6774.5,1,Profit Target
Neimeth,2021-01-07,2021-01-22,2.05,1.9885,1.9885,2.255,-3.0,-6.01,-6007.75,15,Stop Loss
Cutix,2021-01-14,2021-02-01,1.045,1.1495,1.0136,1.1495,10.0,6.77,6774.5,18,Profit Target
Japaul Gold Ventures,2021-01-25,2021-01-26,0.91,0.8827,0.8827,1.001,-3.0,-6.01,-6007.75,1,Stop Loss
Japaul Gold Ventures,2021-01-28,2021-02-02,0.93,0.9021,0.9021,1.023,-3.0,-6.01,-6007.75,5,Stop Loss
Linkassure,2021-02-08,2021-02-09,0.32,0.352,0.3104,0.352,10.0,6.77,6774.5,1,Profit Target
Linkassure,2021-02-11,2021-02-16,0.32,0.3104,0.3104,0.352,-3.0,-6.01,-6007.75,5,Stop Loss
Linkassure,2021-02-12,2021-02-15,0.27,0.297,0.2619,0.297,10.0,6.77,6774.5,3,Profit Target
Aiico,2021-02-15,2021-02-16,0.46,0.506,0.4462,0.506,10.0,6.77,6774.5,1,Profit Target
Guaranty Trust Holding,2021-02-15,2021-03-15,30.35,29.95,29.4395,33.385,-1.32,-4.35,-4353.88,28,Time Stop
Chams,2021-02-23,2021-03-12,0.22,0.2134,0.2134,0.242,-3.0,-6.01,-6007.75,17,Stop Loss
Nigerian Breweries,2021-02-26,2021-03-04,41.6,40.352,40.352,45.76,-3.0,-6.01,-6007.75,6,Stop Loss
Mutual Benefits Assurance,2021-03-03,2021-03-04,0.36,0.3492,0.3492,0.396,-3.0,-6.01,-6007.75,1,Stop Loss
Coronation Insurance,2021-03-05,2021-03-15,0.47,0.517,0.4559,0.517,10.0,6.77,6774.5,10,Profit Target
Mutual Benefits Assurance,2021-03-05,2021-03-08,0.33,0.363,0.3201,0.363,10.0,6.77,6774.5,3,Profit Target
Cutix,2021-03-05,2021-03-08,1.005,0.9748,0.9748,1.1055,-3.0,-6.01,-6007.75,3,Stop Loss
Japaul Gold Ventures,2021-03-05,2021-03-08,0.53,0.5141,0.5141,0.583,-3.0,-6.01,-6007.75,3,Stop Loss
Abctrans,2021-03-05,2021-03-09,0.31,0.3007,0.3007,0.341,-3.0,-6.01,-6007.75,4,Stop Loss
Japaul Gold Ventures,2021-03-08,2021-03-10,0.49,0.4753,0.4753,0.539,-3.0,-6.01,-6007.75,2,Stop Loss
Cutix,2021-03-08,2021-03-11,0.905,0.9955,0.8778,0.9955,10.0,6.77,6774.5,3,Profit Target
Ikeja,2021-03-09,2021-03-18,1.05,1.0185,1.0185,1.155,-3.0,-6.01,-6007.75,9,Stop Loss
Abctrans,2021-03-09,2021-04-01,0.28,0.308,0.2716,0.308,10.0,6.77,6774.5,23,Profit Target
Abctrans,2021-03-10,2021-03-18,0.3,0.291,0.291,0.33,-3.0,-6.01,-6007.75,8,Stop Loss
UBA,2021-03-10,2021-04-09,7.0,7.0,6.79,7.7,0.0,-3.06,-3058.0,30,Time Stop
Japaul Gold Ventures,2021-03-11,2021-03-24,0.47,0.4559,0.4559,0.517,-3.0,-6.01,-6007.75,13,Stop Loss
International Breweries,2021-03-11,2021-03-12,4.55,5.005,4.4135,5.005,10.0,6.77,6774.5,1,Profit Target
UBA,2021-03-11,2021-04-12,7.0,6.95,6.79,7.7,-0.71,-3.76,-3760.32,32,Time Stop
Daarcomm,2021-04-01,2021-04-08,0.21,0.2037,0.2037,0.231,-3.0,-6.01,-6007.75,7,Stop Loss
Daarcomm,2021-04-09,2021-06-01,0.2,0.2,0.194,0.22,0.0,-3.06,-3058.0,53,Time Stop
Mutual Benefits Assurance,2021-04-12,2021-04-15,0.39,0.3783,0.3783,0.429,-3.0,-6.01,-6007.75,3,Stop Loss
Mutual Benefits Assurance,2021-04-13,2021-04-15,0.4,0.388,0.388,0.44,-3.0,-6.01,-6007.75,2,Stop Loss
Coronation Insurance,2021-04-16,2021-04-23,0.44,0.484,0.4268,0.484,10.0,6.77,6774.5,7,Profit Target
Mutual Benefits Assurance,2021-04-16,2021-05-11,0.37,0.407,0.3589,0.407,10.0,6.77,6774.5,25,Profit Target
Abctrans,2021-04-16,2021-05-10,0.29,0.319,0.2813,0.319,10.0,6.77,6774.5,24,Profit Target
Mutual Benefits Assurance,2021-04-19,2021-04-21,0.34,0.374,0.3298,0.374,10.0,6.77,6774.5,2,Profit Target
Lafarge Africa,2021-05-05,2021-06-04,20.05,20.5,19.4485,22.055,2.24,-0.85,-851.2,30,Time Stop
Initiates,2021-05-10,2021-05-25,0.4,0.44,0.388,0.44,10.0,6.77,6774.5,15,Profit Target
Abctrans,2021-05-28,2021-06-09,0.34,0.374,0.3298,0.374,10.0,6.77,6774.5,12,Profit Target
Ikeja,2021-06-15,2021-06-28,0.93,1.023,0.9021,1.023,10.0,6.77,6774.5,13,Profit Target
Mutual Benefits Assurance,2021-06-22,2021-07-16,0.41,0.3977,0.3977,0.451,-3.0,-6.01,-6007.75,24,Stop Loss
Aiico,2021-06-25,2021-07-15,0.43,0.473,0.4171,0.473,10.0,6.77,6774.5,20,Profit Target
Linkassure,2021-07-30,2021-08-30,0.45,0.44,0.4365,0.495,-2.22,-5.24,-5243.0,31,Time Stop
Neimeth,2021-08-04,2021-08-17,1.5,1.65,1.455,1.65,10.0,6.77,6774.5,13,Profit Target
Neimeth,2021-08-06,2021-08-17,1.5,1.65,1.455,1.65,10.0,6.77,6774.5,11,Profit Target
Aiico,2021-08-06,2021-09-03,0.41,0.44,0.3977,0.451,7.32,4.14,4136.51,28,Time Stop
Abctrans,2021-09-01,2021-09-21,0.34,0.3298,0.3298,0.374,-3.0,-6.01,-6007.75,20,Stop Loss
Mutual Benefits Assurance,2021-11-02,2021-11-03,0.26,0.2522,0.2522,0.286,-3.0,-6.01,-6007.75,1,Stop Loss
Mutual Benefits Assurance,2021-11-04,2021-11-15,0.25,0.275,0.2425,0.275,10.0,6.77,6774.5,11,Profit Target
Japaul Gold Ventures,2021-11-05,2021-11-10,0.38,0.418,0.3686,0.418,10.0,6.77,6774.5,5,Profit Target
Nigerian Exchange,2021-11-22,2021-11-23,11.96,11.6012,11.6012,13.156,-3.0,-6.01,-6007.75,1,Stop Loss
Mutual Benefits Assurance,2021-11-23,2021-12-01,0.26,0.2522,0.2522,0.286,-3.0,-6.01,-6007.75,8,Stop Loss
MTN Nigeria,2021-12-03,2021-12-13,169.2,186.12,164.124,186.12,10.0,6.77,6774.5,10,Profit Target
Lafarge Africa,2021-12-07,2021-12-10,22.2,24.42,21.534,24.42,10.0,6.77,6774.5,3,Profit Target
Japaul Gold Ventures,2022-01-20,2022-02-01,0.4,0.388,0.388,0.44,-3.0,-6.01,-6007.75,12,Stop Loss
Linkassure,2022-02-01,2022-02-28,0.36,0.396,0.3492,0.396,10.0,6.77,6774.5,27,Profit Target
Linkassure,2022-02-02,2022-02-03,0.35,0.385,0.3395,0.385,10.0,6.77,6774.5,1,Profit Target
Aiico,2022-02-03,2022-02-14,0.71,0.6887,0.6887,0.781,-3.0,-6.01,-6007.75,11,Stop Loss
International Breweries,2022-02-07,2022-02-08,5.3,5.141,5.141,5.83,-3.0,-6.01,-6007.75,1,Stop Loss
Japaul Gold Ventures,2022-02-16,2022-02-18,0.35,0.385,0.3395,0.385,10.0,6.77,6774.5,2,Profit Target
Cutix,2022-03-03,2022-03-31,2.3,2.27,2.231,2.53,-1.3,-4.34,-4340.5,28,Time Stop
Nigerian Exchange,2022-03-04,2022-03-16,15.6,17.16,15.132,17.16,10.0,6.77,6774.5,12,Profit Target
Cutix,2022-03-04,2022-04-01,2.3,2.231,2.231,2.53,-3.0,-6.01,-6007.75,28,Stop Loss
Mutual Benefits Assurance,2022-03-07,2022-03-29,0.25,0.2425,0.2425,0.275,-3.0,-6.01,-6007.75,22,Stop Loss
Cutix,2022-03-08,2022-04-01,2.29,2.2213,2.2213,2.519,-3.0,-6.01,-6007.75,24,Stop Loss
Ikeja,2022-03-22,2022-03-29,1.25,1.2125,1.2125,1.375,-3.0,-6.01,-6007.75,7,Stop Loss
UBA,2022-03-23,2022-04-22,7.6,8.1,7.372,8.36,6.58,3.41,3410.75,30,Time Stop
UBA,2022-03-24,2022-04-25,7.65,8.2,7.4205,8.415,7.19,4.01,4011.12,32,Time Stop
Guaranty Trust Holding,2022-03-25,2022-04-01,23.0,22.31,22.31,25.3,-3.0,-6.01,-6007.75,7,Stop Loss
International Breweries,2022-04-01,2022-04-04,4.4,4.84,4.268,4.84,10.0,6.77,6774.5,3,Profit Target
Cutix,2022-04-04,2022-04-11,2.05,2.255,1.9885,2.255,10.0,6.77,6774.5,7,Profit Target
Coronation Insurance,2022-04-05,2022-04-20,0.41,0.451,0.3977,0.451,10.0,6.77,6774.5,15,Profit Target
Coronation Insurance,2022-04-06,2022-04-12,0.4,0.44,0.388,0.44,10.0,6.77,6774.5,6,Profit Target
Coronation Insurance,2022-04-07,2022-04-12,0.4,0.44,0.388,0.44,10.0,6.77,6774.5,5,Profit Target
Japaul Gold Ventures,2022-04-20,2022-04-21,0.3,0.33,0.291,0.33,10.0,6.77,6774.5,1,Profit Target
Neimeth,2022-04-22,2022-04-27,1.36,1.496,1.3192,1.496,10.0,6.77,6774.5,5,Profit Target
Ikeja,2022-05-05,2022-05-11,1.3,1.261,1.261,1.43,-3.0,-6.01,-6007.75,6,Stop Loss
Ikeja,2022-05-12,2022-05-16,1.17,1.1349,1.1349,1.287,-3.0,-6.01,-6007.75,4,Stop Loss
Ikeja,2022-05-13,2022-05-16,1.19,1.1543,1.1543,1.309,-3.0,-6.01,-6007.75,3,Stop Loss
Ikeja,2022-05-16,2022-06-15,1.14,1.2,1.1058,1.254,5.26,2.12,2117.0,30,Time Stop
Ikeja,2022-05-17,2022-05-19,1.1,1.21,1.067,1.21,10.0,6.77,6774.5,2,Profit Target
First HoldCo,2022-05-26,2022-05-30,10.55,11.605,10.2335,11.605,10.0,6.77,6774.5,4,Profit Target
MTN Nigeria,2022-05-27,2022-05-30,240.0,232.8,232.8,264.0,-3.0,-6.01,-6007.75,3,Stop Loss
Nigerian Breweries,2022-06-02,2022-06-24,49.92,48.4224,48.4224,54.912,-3.0,-6.01,-6007.75,22,Stop Loss
International Breweries,2022-06-20,2022-06-21,6.25,6.0625,6.0625,6.875,-3.0,-6.01,-6007.75,1,Stop Loss
International Breweries,2022-06-21,2022-06-27,5.65,6.215,5.4805,6.215,10.0,6.77,6774.5,6,Profit Target
International Breweries,2022-06-22,2022-06-27,5.65,6.215,5.4805,6.215,10.0,6.77,6774.5,5,Profit Target
International Breweries,2022-06-23,2022-06-27,5.65,6.215,5.4805,6.215,10.0,6.77,6774.5,4,Profit Target
United Capital,2022-07-08,2022-07-25,4.233,4.106,4.106,4.6563,-3.0,-6.01,-6007.75,17,Stop Loss
International Breweries,2022-07-08,2022-07-21,5.4,5.238,5.238,5.94,-3.0,-6.01,-6007.75,13,Stop Loss
United Capital,2022-07-13,2022-07-25,4.183,4.0575,4.0575,4.6013,-3.0,-6.01,-6007.75,12,Stop Loss
United Capital,2022-07-14,2022-07-25,4.2,4.074,4.074,4.62,-3.0,-6.01,-6007.75,11,Stop Loss
Nahco,2022-07-21,2022-07-25,4.725,5.1975,4.5832,5.1975,10.0,6.77,6774.5,4,Profit Target
Nigerian Breweries,2022-07-21,2022-07-26,39.8,38.606,38.606,43.78,-3.0,-6.01,-6007.75,5,Stop Loss
Cutix,2022-07-25,2022-07-26,1.19,1.1543,1.1543,1.309,-3.0,-6.01,-6007.75,1,Stop Loss
International Breweries,2022-07-27,2022-08-24,5.0,5.2,4.85,5.5,4.0,0.88,875.0,28,Time Stop
United Capital,2022-07-28,2022-07-29,3.333,3.6663,3.233,3.6663,10.0,6.77,6774.5,1,Profit Target
Cutix,2022-07-28,2022-08-02,1.015,1.1165,0.9846,1.1165,10.0,6.77,6774.5,5,Profit Target
Aiico,2022-07-29,2022-08-26,0.54,0.55,0.5238,0.594,1.85,-1.24,-1237.17,28,Time Stop
Lafarge Africa,2022-07-29,2022-08-03,22.6,24.86,21.922,24.86,10.0,6.77,6774.5,5,Profit Target
Cutix,2022-07-29,2022-08-02,1.005,1.1055,0.9748,1.1055,10.0,6.77,6774.5,4,Profit Target
Zenith Bank,2022-07-29,2022-08-01,18.83,20.713,18.2651,20.713,10.0,6.77,6774.5,3,Profit Target
MTN Nigeria,2022-07-29,2022-08-02,190.0,209.0,184.3,209.0,10.0,6.77,6774.5,4,Profit Target
United Capital,2022-07-29,2022-08-01,3.367,3.7037,3.266,3.7037,10.0,6.77,6774.5,3,Profit Target
United Capital,2022-08-01,2022-08-02,3.7,4.07,3.589,4.07,10.0,6.77,6774.5,1,Profit Target
Wema Bank,2022-08-01,2022-08-29,3.29,3.5,3.1913,3.619,6.38,3.22,3218.06,28,Time Stop
Neimeth,2022-08-02,2022-08-24,1.4,1.54,1.358,1.54,10.0,6.77,6774.5,22,Profit Target
Linkassure,2022-08-02,2022-08-31,0.39,0.39,0.3783,0.429,0.0,-3.06,-3058.0,29,Time Stop
McNichols,2022-08-03,2022-09-01,0.74,0.74,0.7178,0.814,0.0,-3.06,-3058.0,29,Time Stop
Cutix,2022-08-16,2022-08-22,1.0,0.97,0.97,1.1,-3.0,-6.01,-6007.75,6,Stop Loss
Cutix,2022-08-19,2022-08-22,1.0,0.97,0.97,1.1,-3.0,-6.01,-6007.75,3,Stop Loss
McNichols,2022-09-08,2022-10-21,0.62,0.62,0.6014,0.682,0.0,-3.06,-3058.0,43,Time Stop
Coronation Insurance,2022-09-16,2022-10-07,0.36,0.3492,0.3492,0.396,-3.0,-6.01,-6007.75,21,Stop Loss
Chams,2022-09-21,2022-09-23,0.29,0.2813,0.2813,0.319,-3.0,-6.01,-6007.75,2,Stop Loss
Nigerian Exchange,2022-09-26,2022-09-27,12.75,14.025,12.3675,14.025,10.0,6.77,6774.5,1,Profit Target
International Breweries,2022-10-05,2022-10-31,4.5,4.365,4.365,4.95,-3.0,-6.01,-6007.75,26,Stop Loss
Neimeth,2022-10-11,2022-10-28,1.26,1.386,1.2222,1.386,10.0,6.77,6774.5,17,Profit Target
Linkassure,2022-11-02,2022-11-04,0.27,0.297,0.2619,0.297,10.0,6.77,6774.5,2,Profit Target
Linkassure,2022-11-03,2022-11-04,0.27,0.297,0.2619,0.297,10.0,6.77,6774.5,1,Profit Target
Nahco,2022-11-09,2022-12-07,4.813,5.162,4.6686,5.2943,7.25,4.07,4071.74,28,Time Stop
Japaul Gold Ventures,2022-11-23,2022-11-24,0.26,0.286,0.2522,0.286,10.0,6.77,6774.5,1,Profit Target
McNichols,2022-11-29,2022-12-15,0.55,0.5335,0.5335,0.605,-3.0,-6.01,-6007.75,16,Stop Loss
McNichols,2022-11-30,2022-12-15,0.55,0.5335,0.5335,0.605,-3.0,-6.01,-6007.75,15,Stop Loss
Chams,2023-02-07,2023-02-08,0.25,0.2425,0.2425,0.275,-3.0,-6.01,-6007.75,1,Stop Loss
Japaul Gold Ventures,2023-02-07,2023-02-15,0.3,0.291,0.291,0.33,-3.0,-6.01,-6007.75,8,Stop Loss
Japaul Gold Ventures,2023-02-08,2023-02-15,0.29,0.2813,0.2813,0.319,-3.0,-6.01,-6007.75,7,Stop Loss
Chams,2023-03-15,2023-04-14,0.23,0.25,0.2231,0.253,8.7,5.49,5492.0,30,Time Stop
United Capital,2023-03-16,2023-03-31,3.9,3.783,3.783,4.29,-3.0,-6.01,-6007.75,15,Stop Loss
Ikeja,2023-03-22,2023-03-31,0.772,0.8492,0.7488,0.8492,10.0,6.77,6774.5,9,Profit Target
Ikeja,2023-03-24,2023-03-31,0.772,0.8492,0.7488,0.8492,10.0,6.77,6774.5,7,Profit Target
Abctrans,2023-04-11,2023-04-20,0.31,0.341,0.3007,0.341,10.0,6.77,6774.5,9,Profit Target
Lafarge Africa,2023-04-12,2023-05-15,23.0,24.75,22.31,25.3,7.61,4.42,4423.25,33,Time Stop
Ikeja,2023-04-14,2023-04-17,0.81,0.891,0.7857,0.891,10.0,6.77,6774.5,3,Profit Target
Coronation Insurance,2023-04-17,2023-04-28,0.38,0.418,0.3686,0.418,10.0,6.77,6774.5,11,Profit Target
Zenith Bank,2023-04-26,2023-05-08,21.97,24.167,21.3109,24.167,10.0,6.77,6774.5,12,Profit Target
Aiico,2023-04-26,2023-05-08,0.53,0.583,0.5141,0.583,10.0,6.77,6774.5,12,Profit Target
Nigerian Breweries,2023-05-02,2023-05-16,29.5,32.45,28.615,32.45,10.0,6.77,6774.5,14,Profit Target
Nigerian Breweries,2023-05-05,2023-05-16,29.5,32.45,28.615,32.45,10.0,6.77,6774.5,11,Profit Target
McNichols,2023-05-08,2023-05-10,0.64,0.704,0.6208,0.704,10.0,6.77,6774.5,2,Profit Target
McNichols,2023-05-09,2023-05-18,0.7,0.679,0.679,0.77,-3.0,-6.01,-6007.75,9,Stop Loss
McNichols,2023-05-10,2023-05-24,0.69,0.6693,0.6693,0.759,-3.0,-6.01,-6007.75,14,Stop Loss
McNichols,2023-05-25,2023-05-26,0.65,0.715,0.6305,0.715,10.0,6.77,6774.5,1,Profit Target
Tantalizers,2023-06-06,2023-06-14,0.2,0.22,0.194,0.22,10.0,6.77,6774.5,8,Profit Target
Coronation Insurance,2023-06-06,2023-06-09,0.42,0.462,0.4074,0.462,10.0,6.77,6774.5,3,Profit Target
Tantalizers,2023-06-07,2023-06-14,0.2,0.22,0.194,0.22,10.0,6.77,6774.5,7,Profit Target
Abctrans,2023-06-16,2023-06-21,0.36,0.396,0.3492,0.396,10.0,6.77,6774.5,5,Profit Target
Initiates,2023-06-16,2023-06-22,0.43,0.473,0.4171,0.473,10.0,6.77,6774.5,6,Profit Target
Abctrans,2023-06-19,2023-06-21,0.34,0.374,0.3298,0.374,10.0,6.77,6774.5,2,Profit Target
Chams,2023-06-20,2023-06-21,0.4,0.44,0.388,0.44,10.0,6.77,6774.5,1,Profit Target
Ikeja,2023-06-26,2023-06-27,2.25,2.475,2.1825,2.475,10.0,6.77,6774.5,1,Profit Target
Secure Electronic Tech,2023-06-30,2023-07-03,0.35,0.3395,0.3395,0.385,-3.0,-6.01,-6007.75,3,Stop Loss
Secure Electronic Tech,2023-07-03,2023-07-04,0.35,0.3395,0.3395,0.385,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2023-07-04,2023-07-05,0.3,0.291,0.291,0.33,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2023-07-05,2023-07-06,0.3,0.291,0.291,0.33,-3.0,-6.01,-6007.75,1,Stop Loss
Coronation Insurance,2023-07-10,2023-07-13,0.61,0.5917,0.5917,0.671,-3.0,-6.01,-6007.75,3,Stop Loss
United Capital,2023-07-14,2023-08-01,4.667,4.527,4.527,5.1337,-3.0,-6.01,-6007.75,18,Stop Loss
Fcmb,2023-07-19,2023-08-16,6.2,6.014,6.014,6.82,-3.0,-6.01,-6007.75,28,Stop Loss
Japaul Gold Ventures,2023-07-19,2023-07-21,0.74,0.814,0.7178,0.814,10.0,6.77,6774.5,2,Profit Target
Japaul Gold Ventures,2023-07-20,2023-07-24,0.8,0.88,0.776,0.88,10.0,6.77,6774.5,4,Profit Target
Linkassure,2023-07-24,2023-07-28,0.48,0.528,0.4656,0.528,10.0,6.77,6774.5,4,Profit Target
Nigerian Breweries,2023-07-31,2023-08-03,33.65,37.015,32.6405,37.015,10.0,6.77,6774.5,3,Profit Target
International Breweries,2023-08-01,2023-08-21,4.35,4.785,4.2195,4.785,10.0,6.77,6774.5,20,Profit Target
Cutix,2023-08-02,2023-08-15,1.145,1.2595,1.1106,1.2595,10.0,6.77,6774.5,13,Profit Target
Nigerian Exchange,2023-08-02,2023-08-23,18.38,17.8286,17.8286,20.218,-3.0,-6.01,-6007.75,21,Stop Loss
McNichols,2023-08-09,2023-08-28,0.63,0.6111,0.6111,0.693,-3.0,-6.01,-6007.75,19,Stop Loss
